timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-07-26T20:59:13,codecarbon,27d44607-ac6d-4090-9df8-05470e81cbb8,0.002051830291748047,7.21248455174136e-09,3.515146735452823e-06,42.5,0.0,11.611799240112305,2.3831758234235977e-08,0.0,3.7858809139379446e-09,2.7617639148173922e-08,United Kingdom,GBR,,,,Linux-6.8.0-39-generic-x86_64-with-glibc2.39,3.11.9,2.5.0,32,13th Gen Intel(R) Core(TM) i9-13980HX,1,1 x NVIDIA GeForce RTX 4080 Laptop GPU,,,30.964797973632812,machine,N,1.0
